Open Time,Open Time,Open Price,High Price,Low Price,Close Price,Volume,Close Time,Quote Asset Volume,Number Of Trades,Taker Buy Base,Taker Buy Quote,Unused
2023-07-03 19:00:00,2023-07-03 19:00:00,0.4885,0.4914,0.4878,0.4901,13196956,1688414399999,6464116.106,7902,6979659,3418823.1615,0
2023-07-03 20:00:00,2023-07-03 20:00:00,0.49,0.4908,0.4874,0.489,11279405,1688417999999,5515629.3515,5897,6159759,3011935.0855,0
2023-07-03 21:00:00,2023-07-03 21:00:00,0.489,0.4909,0.4872,0.4888,11195900,1688421599999,5472035.2951,6144,6234373,3046995.2219,0
2023-07-03 22:00:00,2023-07-03 22:00:00,0.4887,0.4902,0.487,0.4887,9698496,1688425199999,4738355.9647,4805,5354765,2616087.1294,0
2023-07-03 23:00:00,2023-07-03 23:00:00,0.4886,0.49,0.487,0.489,11311562,1688428799999,5527246.1434,4423,5664695,2768505.4044,0
2023-07-04 00:00:00,2023-07-04 00:00:00,0.489,0.4909,0.4881,0.4886,11661586,1688432399999,5710323.7745,5767,5730300,2806043.2641,0
2023-07-04 01:00:00,2023-07-04 01:00:00,0.4885,0.4901,0.4862,0.4874,14474737,1688435999999,7064614.6234,6174,7701792,3759005.5742,0
2023-07-04 02:00:00,2023-07-04 02:00:00,0.4874,0.4891,0.4862,0.4882,10647271,1688439599999,5190422.102,3638,6462393,3149879.7859,0
2023-07-04 03:00:00,2023-07-04 03:00:00,0.4882,0.4934,0.4876,0.4929,17107831,1688443199999,8399255.0033,8086,9293238,4562992.2134,0
2023-07-04 04:00:00,2023-07-04 04:00:00,0.4929,0.4935,0.4883,0.4893,12737266,1688446799999,6250065.4247,6375,6474226,3175404.6794,0
2023-07-04 05:00:00,2023-07-04 05:00:00,0.4893,0.4915,0.4876,0.4878,12171635,1688450399999,5961510.9988,5646,6563860,3214334.2548,0
2023-07-04 06:00:00,2023-07-04 06:00:00,0.4877,0.4904,0.4871,0.4873,14850186,1688453999999,7251543.4304,6145,7367001,3597492.6179,0
2023-07-04 07:00:00,2023-07-04 07:00:00,0.4873,0.4892,0.4869,0.4876,10518096,1688457599999,5133641.6516,4270,6511615,3178312.548,0
2023-07-04 08:00:00,2023-07-04 08:00:00,0.4875,0.4903,0.4873,0.488,10428359,1688461199999,5099609.0601,5040,6092225,2978740.3444,0
2023-07-04 09:00:00,2023-07-04 09:00:00,0.4879,0.4892,0.4846,0.4867,20059368,1688464799999,9768169.9575,8845,10648827,5185620.5762,0
2023-07-04 10:00:00,2023-07-04 10:00:00,0.4868,0.4883,0.4856,0.4881,11784365,1688468399999,5740832.8647,5145,6967237,3393833.3226,0
2023-07-04 11:00:00,2023-07-04 11:00:00,0.488,0.4886,0.4874,0.4884,9226048,1688471999999,4503298.7702,3809,5090403,2484670.7221,0
2023-07-04 12:00:00,2023-07-04 12:00:00,0.4883,0.4899,0.4877,0.4897,9644612,1688475599999,4711852.0441,4243,5791895,2829539.0249,0
2023-07-04 13:00:00,2023-07-04 13:00:00,0.4896,0.4897,0.4846,0.4865,17660140,1688479199999,8605287.8189,10689,9077872,4424276.358,0
2023-07-04 14:00:00,2023-07-04 14:00:00,0.4864,0.4876,0.4854,0.4866,11869563,1688482799999,5775798.8506,6024,6944076,3378954.2306,0
2023-07-04 15:00:00,2023-07-04 15:00:00,0.4865,0.4877,0.4816,0.4841,18268258,1688486399999,8851017.7186,8515,9757527,4727472.7093,0
2023-07-04 16:00:00,2023-07-04 16:00:00,0.4841,0.486,0.4821,0.4843,13399798,1688489999999,6490033.6037,7025,7772065,3764689.5018,0
2023-07-04 17:00:00,2023-07-04 17:00:00,0.4843,0.4866,0.4835,0.4865,12297042,1688493599999,5966817.4691,5617,7352044,3567430.4493,0
2023-07-04 18:00:00,2023-07-04 18:00:00,0.4866,0.4891,0.486,0.4872,9306701,1688497199999,4537891.34,4989,5454183,2659315.6154,0
